league,season,snapshot_date,club_name,external_club_id,native_club_id,team_type,status,source_url,source_sha256
POR1,2026/27,2026-09-12,Vitória Guimarães SC,2420,2490397,FIRST,CONFIRMED,https://www.ligaportugal.pt/news/28294/media-kits-1.a-jornada-liga-portugal-betclic,61d16d815700a558bb7a99a47462ccd09b2ce17b92eb65eade6f52eba9359077
NED1,2026/27,2026-09-12,ADO Den Haag,1268,2228225,FIRST,CONFIRMED,https://eredivisie.nl/nieuws/definitief-programma-2026-27/,5b02ea39f1324dcd660e19e3aa06b7dd12368b2f0ca7351f5f004214391bbbb7
NED1,2026/27,2026-09-12,AZ Alkmaar,1090,2228226,FIRST,CONFIRMED,https://eredivisie.nl/nieuws/definitief-programma-2026-27/,5b02ea39f1324dcd660e19e3aa06b7dd12368b2f0ca7351f5f004214391bbbb7
NED1,2026/27,2026-09-12,Ajax Amsterdam,610,2228227,FIRST,CONFIRMED,https://eredivisie.nl/nieuws/definitief-programma-2026-27/,5b02ea39f1324dcd660e19e3aa06b7dd12368b2f0ca7351f5f004214391bbbb7
NED1,2026/27,2026-09-12,Excelsior Rotterdam,798,2228244,FIRST,CONFIRMED,https://eredivisie.nl/nieuws/definitief-programma-2026-27/,5b02ea39f1324dcd660e19e3aa06b7dd12368b2f0ca7351f5f004214391bbbb7
NED1,2026/27,2026-09-12,FC Groningen,202,2228233,FIRST,CONFIRMED,https://eredivisie.nl/nieuws/definitief-programma-2026-27/,5b02ea39f1324dcd660e19e3aa06b7dd12368b2f0ca7351f5f004214391bbbb7
NED1,2026/27,2026-09-12,FC Twente Enschede,317,2228240,FIRST,CONFIRMED,https://eredivisie.nl/nieuws/definitief-programma-2026-27/,5b02ea39f1324dcd660e19e3aa06b7dd12368b2f0ca7351f5f004214391bbbb7
NED1,2026/27,2026-09-12,FC Utrecht,200,2228241,FIRST,CONFIRMED,https://eredivisie.nl/nieuws/definitief-programma-2026-27/,5b02ea39f1324dcd660e19e3aa06b7dd12368b2f0ca7351f5f004214391bbbb7
NED1,2026/27,2026-09-12,Feyenoord Rotterdam,234,2228232,FIRST,CONFIRMED,https://eredivisie.nl/nieuws/definitief-programma-2026-27/,5b02ea39f1324dcd660e19e3aa06b7dd12368b2f0ca7351f5f004214391bbbb7
NED1,2026/27,2026-09-12,Fortuna Sittard,385,2228247,FIRST,CONFIRMED,https://eredivisie.nl/nieuws/definitief-programma-2026-27/,5b02ea39f1324dcd660e19e3aa06b7dd12368b2f0ca7351f5f004214391bbbb7
NED1,2026/27,2026-09-12,Go Ahead Eagles Deventer,1435,2228248,FIRST,CONFIRMED,https://eredivisie.nl/nieuws/definitief-programma-2026-27/,5b02ea39f1324dcd660e19e3aa06b7dd12368b2f0ca7351f5f004214391bbbb7
NED1,2026/27,2026-09-12,NEC Nijmegen,467,2228235,FIRST,CONFIRMED,https://eredivisie.nl/nieuws/definitief-programma-2026-27/,5b02ea39f1324dcd660e19e3aa06b7dd12368b2f0ca7351f5f004214391bbbb7
NED1,2026/27,2026-09-12,PEC Zwolle,1269,2228260,FIRST,CONFIRMED,https://eredivisie.nl/nieuws/definitief-programma-2026-27/,5b02ea39f1324dcd660e19e3aa06b7dd12368b2f0ca7351f5f004214391bbbb7
NED1,2026/27,2026-09-12,PSV Eindhoven,383,2228236,FIRST,CONFIRMED,https://eredivisie.nl/nieuws/definitief-programma-2026-27/,5b02ea39f1324dcd660e19e3aa06b7dd12368b2f0ca7351f5f004214391bbbb7
NED1,2026/27,2026-09-12,SC Cambuur Leeuwarden,133,2228253,FIRST,CONFIRMED,https://eredivisie.nl/nieuws/definitief-programma-2026-27/,5b02ea39f1324dcd660e19e3aa06b7dd12368b2f0ca7351f5f004214391bbbb7
NED1,2026/27,2026-09-12,SC Heerenveen,306,2228234,FIRST,CONFIRMED,https://eredivisie.nl/nieuws/definitief-programma-2026-27/,5b02ea39f1324dcd660e19e3aa06b7dd12368b2f0ca7351f5f004214391bbbb7
NED1,2026/27,2026-09-12,SC Telstar,1434,2228252,FIRST,CONFIRMED,https://eredivisie.nl/nieuws/definitief-programma-2026-27/,5b02ea39f1324dcd660e19e3aa06b7dd12368b2f0ca7351f5f004214391bbbb7
NED1,2026/27,2026-09-12,Sparta Rotterdam,468,2228256,FIRST,CONFIRMED,https://eredivisie.nl/nieuws/definitief-programma-2026-27/,5b02ea39f1324dcd660e19e3aa06b7dd12368b2f0ca7351f5f004214391bbbb7
NED1,2026/27,2026-09-12,Willem II Tilburg,403,2228239,FIRST,CONFIRMED,https://eredivisie.nl/nieuws/definitief-programma-2026-27/,5b02ea39f1324dcd660e19e3aa06b7dd12368b2f0ca7351f5f004214391bbbb7
BEL1,2026/27,2026-09-12,Cercle Brügge,520,458755,FIRST,CONFIRMED,https://www.proleague.be/jpl-clubs,0a77b79bd718cfbbe545d18334177e3c460c15dd5a98a53a59430147320f25a1
BEL1,2026/27,2026-09-12,Club Brügge,2282,458756,FIRST,CONFIRMED,https://www.proleague.be/jpl-clubs,0a77b79bd718cfbbe545d18334177e3c460c15dd5a98a53a59430147320f25a1
BEL1,2026/27,2026-09-12,KAA Gent,157,458753,FIRST,CONFIRMED,https://www.proleague.be/jpl-clubs,0a77b79bd718cfbbe545d18334177e3c460c15dd5a98a53a59430147320f25a1
BEL1,2026/27,2026-09-12,KRC Genk,1184,458768,FIRST,CONFIRMED,https://www.proleague.be/jpl-clubs,0a77b79bd718cfbbe545d18334177e3c460c15dd5a98a53a59430147320f25a1
BEL1,2026/27,2026-09-12,KV Kortrijk,601,458781,FIRST,CONFIRMED,https://www.proleague.be/jpl-clubs,0a77b79bd718cfbbe545d18334177e3c460c15dd5a98a53a59430147320f25a1
BEL1,2026/27,2026-09-12,KV Mechelen,354,458787,FIRST,CONFIRMED,https://www.proleague.be/jpl-clubs,0a77b79bd718cfbbe545d18334177e3c460c15dd5a98a53a59430147320f25a1
BEL1,2026/27,2026-09-12,KVC Westerlo,968,458763,FIRST,CONFIRMED,https://www.proleague.be/jpl-clubs,0a77b79bd718cfbbe545d18334177e3c460c15dd5a98a53a59430147320f25a1
BEL1,2026/27,2026-09-12,Lommel SK,5026,458783,FIRST,CONFIRMED,https://www.proleague.be/jpl-clubs,0a77b79bd718cfbbe545d18334177e3c460c15dd5a98a53a59430147320f25a1
BEL1,2026/27,2026-09-12,Oud-Heverlee Leuven,2727,458775,FIRST,CONFIRMED,https://www.proleague.be/jpl-clubs,0a77b79bd718cfbbe545d18334177e3c460c15dd5a98a53a59430147320f25a1
BEL1,2026/27,2026-09-12,RAAL La Louvière,3901,471041,FIRST,CONFIRMED,https://www.proleague.be/jpl-clubs,0a77b79bd718cfbbe545d18334177e3c460c15dd5a98a53a59430147320f25a1
BEL1,2026/27,2026-09-12,RSC Anderlecht,58,458766,FIRST,CONFIRMED,https://www.proleague.be/jpl-clubs,0a77b79bd718cfbbe545d18334177e3c460c15dd5a98a53a59430147320f25a1
BEL1,2026/27,2026-09-12,Royal Antwerpen FC,1096,458785,FIRST,CONFIRMED,https://www.proleague.be/jpl-clubs,0a77b79bd718cfbbe545d18334177e3c460c15dd5a98a53a59430147320f25a1
BEL1,2026/27,2026-09-12,Royal Charleroi SC,172,458761,FIRST,CONFIRMED,https://www.proleague.be/jpl-clubs,0a77b79bd718cfbbe545d18334177e3c460c15dd5a98a53a59430147320f25a1
BEL1,2026/27,2026-09-12,SK Beveren,28643,458788,FIRST,CONFIRMED,https://www.proleague.be/jpl-clubs,0a77b79bd718cfbbe545d18334177e3c460c15dd5a98a53a59430147320f25a1
BEL1,2026/27,2026-09-12,Standard Lüttich,3057,458760,FIRST,CONFIRMED,https://www.proleague.be/jpl-clubs,0a77b79bd718cfbbe545d18334177e3c460c15dd5a98a53a59430147320f25a1
BEL1,2026/27,2026-09-12,Union Saint-Gilloise,3948,458780,FIRST,CONFIRMED,https://www.proleague.be/jpl-clubs,0a77b79bd718cfbbe545d18334177e3c460c15dd5a98a53a59430147320f25a1
BEL1,2026/27,2026-09-12,VV St. Truiden,475,458759,FIRST,CONFIRMED,https://www.proleague.be/jpl-clubs,0a77b79bd718cfbbe545d18334177e3c460c15dd5a98a53a59430147320f25a1
BEL1,2026/27,2026-09-12,Zulte Waregem,3508,458782,FIRST,CONFIRMED,https://www.proleague.be/jpl-clubs,0a77b79bd718cfbbe545d18334177e3c460c15dd5a98a53a59430147320f25a1
TUR1,2026/27,2026-09-12,Alanyaspor,11282,3145783,FIRST,CONFIRMED,https://www.tff.org/?pageID=198,a0423b95de5880b4b95bf009b18d42f5fa5927b59f7bb735eca4ae265266fa2f
TUR1,2026/27,2026-09-12,Amed SK,12382,3145856,FIRST,CONFIRMED,https://www.tff.org/?pageID=198,a0423b95de5880b4b95bf009b18d42f5fa5927b59f7bb735eca4ae265266fa2f
TUR1,2026/27,2026-09-12,Basaksehir FK,6890,3145841,FIRST,CONFIRMED,https://www.tff.org/?pageID=198,a0423b95de5880b4b95bf009b18d42f5fa5927b59f7bb735eca4ae265266fa2f
TUR1,2026/27,2026-09-12,Besiktas JK,114,3145824,FIRST,CONFIRMED,https://www.tff.org/?pageID=198,a0423b95de5880b4b95bf009b18d42f5fa5927b59f7bb735eca4ae265266fa2f
TUR1,2026/27,2026-09-12,Caykur Rizespor,126,3145837,FIRST,CONFIRMED,https://www.tff.org/?pageID=198,a0423b95de5880b4b95bf009b18d42f5fa5927b59f7bb735eca4ae265266fa2f
TUR1,2026/27,2026-09-12,Corum FK,37951,3149867,FIRST,CONFIRMED,https://www.tff.org/?pageID=198,a0423b95de5880b4b95bf009b18d42f5fa5927b59f7bb735eca4ae265266fa2f
TUR1,2026/27,2026-09-12,Erzurumspor FK,39722,3145765,FIRST,CONFIRMED,https://www.tff.org/?pageID=198,a0423b95de5880b4b95bf009b18d42f5fa5927b59f7bb735eca4ae265266fa2f
TUR1,2026/27,2026-09-12,Eyüpspor,7160,3145777,FIRST,CONFIRMED,https://www.tff.org/?pageID=198,a0423b95de5880b4b95bf009b18d42f5fa5927b59f7bb735eca4ae265266fa2f
TUR1,2026/27,2026-09-12,Fenerbahce,36,3145823,FIRST,CONFIRMED,https://www.tff.org/?pageID=198,a0423b95de5880b4b95bf009b18d42f5fa5927b59f7bb735eca4ae265266fa2f
TUR1,2026/27,2026-09-12,Galatasaray,141,3145825,FIRST,CONFIRMED,https://www.tff.org/?pageID=198,a0423b95de5880b4b95bf009b18d42f5fa5927b59f7bb735eca4ae265266fa2f
TUR1,2026/27,2026-09-12,Gaziantep FK,2832,3145773,FIRST,CONFIRMED,https://www.tff.org/?pageID=198,a0423b95de5880b4b95bf009b18d42f5fa5927b59f7bb735eca4ae265266fa2f
TUR1,2026/27,2026-09-12,Genclerbirligi Ankara,820,3145836,FIRST,CONFIRMED,https://www.tff.org/?pageID=198,a0423b95de5880b4b95bf009b18d42f5fa5927b59f7bb735eca4ae265266fa2f
TUR1,2026/27,2026-09-12,Göztepe,1467,3145820,FIRST,CONFIRMED,https://www.tff.org/?pageID=198,a0423b95de5880b4b95bf009b18d42f5fa5927b59f7bb735eca4ae265266fa2f
TUR1,2026/27,2026-09-12,Kasimpasa,10484,3145843,FIRST,CONFIRMED,https://www.tff.org/?pageID=198,a0423b95de5880b4b95bf009b18d42f5fa5927b59f7bb735eca4ae265266fa2f
TUR1,2026/27,2026-09-12,Kocaelispor,120,3145754,FIRST,CONFIRMED,https://www.tff.org/?pageID=198,a0423b95de5880b4b95bf009b18d42f5fa5927b59f7bb735eca4ae265266fa2f
TUR1,2026/27,2026-09-12,Konyaspor,2293,3145839,FIRST,CONFIRMED,https://www.tff.org/?pageID=198,a0423b95de5880b4b95bf009b18d42f5fa5927b59f7bb735eca4ae265266fa2f
TUR1,2026/27,2026-09-12,Samsunspor,152,3145745,FIRST,CONFIRMED,https://www.tff.org/?pageID=198,a0423b95de5880b4b95bf009b18d42f5fa5927b59f7bb735eca4ae265266fa2f
TUR1,2026/27,2026-09-12,Trabzonspor,449,3145826,FIRST,CONFIRMED,https://www.tff.org/?pageID=198,a0423b95de5880b4b95bf009b18d42f5fa5927b59f7bb735eca4ae265266fa2f
CZE1,2026/27,2026-09-12,1.FC Slovacko,5544,786461,FIRST,CONFIRMED,https://www.chanceliga.cz/Start,dbad9f08f35c7ce79a4a69e97ba9d9ff48d817d45c65fe327512f7902067603a
CZE1,2026/27,2026-09-12,AC Sparta Prag,197,786442,FIRST,CONFIRMED,https://www.chanceliga.cz/Start,dbad9f08f35c7ce79a4a69e97ba9d9ff48d817d45c65fe327512f7902067603a
CZE1,2026/27,2026-09-12,Bohemians Prag 1905,715,786453,FIRST,CONFIRMED,https://www.chanceliga.cz/Start,dbad9f08f35c7ce79a4a69e97ba9d9ff48d817d45c65fe327512f7902067603a
CZE1,2026/27,2026-09-12,FC Banik Ostrau,377,786446,FIRST,CONFIRMED,https://www.chanceliga.cz/Start,dbad9f08f35c7ce79a4a69e97ba9d9ff48d817d45c65fe327512f7902067603a
CZE1,2026/27,2026-09-12,FC Hradec Kralove,1897,790530,FIRST,CONFIRMED,https://www.chanceliga.cz/Start,dbad9f08f35c7ce79a4a69e97ba9d9ff48d817d45c65fe327512f7902067603a
CZE1,2026/27,2026-09-12,FC Slovan Liberec,697,786438,FIRST,CONFIRMED,https://www.chanceliga.cz/Start,dbad9f08f35c7ce79a4a69e97ba9d9ff48d817d45c65fe327512f7902067603a
CZE1,2026/27,2026-09-12,FC Viktoria Pilsen,941,786450,FIRST,CONFIRMED,https://www.chanceliga.cz/Start,dbad9f08f35c7ce79a4a69e97ba9d9ff48d817d45c65fe327512f7902067603a
CZE1,2026/27,2026-09-12,FC Zbrojovka Brünn,5225,786447,FIRST,CONFIRMED,https://www.chanceliga.cz/Start,dbad9f08f35c7ce79a4a69e97ba9d9ff48d817d45c65fe327512f7902067603a
CZE1,2026/27,2026-09-12,FC Zlin,5545,786445,FIRST,CONFIRMED,https://www.chanceliga.cz/Start,dbad9f08f35c7ce79a4a69e97ba9d9ff48d817d45c65fe327512f7902067603a
CZE1,2026/27,2026-09-12,FK Jablonec,1322,786437,FIRST,CONFIRMED,https://www.chanceliga.cz/Start,dbad9f08f35c7ce79a4a69e97ba9d9ff48d817d45c65fe327512f7902067603a
CZE1,2026/27,2026-09-12,FK Mlada Boleslav,5546,786434,FIRST,CONFIRMED,https://www.chanceliga.cz/Start,dbad9f08f35c7ce79a4a69e97ba9d9ff48d817d45c65fe327512f7902067603a
CZE1,2026/27,2026-09-12,FK Pardubice,1496,790538,FIRST,CONFIRMED,https://www.chanceliga.cz/Start,dbad9f08f35c7ce79a4a69e97ba9d9ff48d817d45c65fe327512f7902067603a
CZE1,2026/27,2026-09-12,FK Teplice,814,786443,FIRST,CONFIRMED,https://www.chanceliga.cz/Start,dbad9f08f35c7ce79a4a69e97ba9d9ff48d817d45c65fe327512f7902067603a
CZE1,2026/27,2026-09-12,SK Artis Brünn,24325,790564,FIRST,CONFIRMED,https://www.chanceliga.cz/Start,dbad9f08f35c7ce79a4a69e97ba9d9ff48d817d45c65fe327512f7902067603a
CZE1,2026/27,2026-09-12,SK Sigma Olmütz,2311,786439,FIRST,CONFIRMED,https://www.chanceliga.cz/Start,dbad9f08f35c7ce79a4a69e97ba9d9ff48d817d45c65fe327512f7902067603a
CZE1,2026/27,2026-09-12,SK Slavia Prag,62,786441,FIRST,CONFIRMED,https://www.chanceliga.cz/Start,dbad9f08f35c7ce79a4a69e97ba9d9ff48d817d45c65fe327512f7902067603a
GER2,2026/27,2026-09-12,1.FC Heidenheim 1846,2036,1376302,FIRST,CONFIRMED,https://www.bundesliga.com/de/2bundesliga/clubs,b4947004f58f5c89e12823d3842288cd274c7c9ab4faee8d750fa35ff077a966
GER2,2026/27,2026-09-12,1.FC Kaiserslautern,2,1376257,FIRST,CONFIRMED,https://www.bundesliga.com/de/2bundesliga/clubs,b4947004f58f5c89e12823d3842288cd274c7c9ab4faee8d750fa35ff077a966
GER2,2026/27,2026-09-12,1.FC Magdeburg,187,1376373,FIRST,CONFIRMED,https://www.bundesliga.com/de/2bundesliga/clubs,b4947004f58f5c89e12823d3842288cd274c7c9ab4faee8d750fa35ff077a966
GER2,2026/27,2026-09-12,1.FC Nürnberg,4,1376258,FIRST,CONFIRMED,https://www.bundesliga.com/de/2bundesliga/clubs,b4947004f58f5c89e12823d3842288cd274c7c9ab4faee8d750fa35ff077a966
GER2,2026/27,2026-09-12,Arminia Bielefeld,10,1376260,FIRST,CONFIRMED,https://www.bundesliga.com/de/2bundesliga/clubs,b4947004f58f5c89e12823d3842288cd274c7c9ab4faee8d750fa35ff077a966
GER2,2026/27,2026-09-12,Eintracht Braunschweig,23,1376426,FIRST,CONFIRMED,https://www.bundesliga.com/de/2bundesliga/clubs,b4947004f58f5c89e12823d3842288cd274c7c9ab4faee8d750fa35ff077a966
GER2,2026/27,2026-09-12,FC Energie Cottbus,25,1376280,FIRST,CONFIRMED,https://www.bundesliga.com/de/2bundesliga/clubs,b4947004f58f5c89e12823d3842288cd274c7c9ab4faee8d750fa35ff077a966
GER2,2026/27,2026-09-12,FC St. Pauli,35,1376425,FIRST,CONFIRMED,https://www.bundesliga.com/de/2bundesliga/clubs,b4947004f58f5c89e12823d3842288cd274c7c9ab4faee8d750fa35ff077a966
GER2,2026/27,2026-09-12,Hannover 96,42,1376268,FIRST,CONFIRMED,https://www.bundesliga.com/de/2bundesliga/clubs,b4947004f58f5c89e12823d3842288cd274c7c9ab4faee8d750fa35ff077a966
GER2,2026/27,2026-09-12,Hertha BSC,44,1376269,FIRST,CONFIRMED,https://www.bundesliga.com/de/2bundesliga/clubs,b4947004f58f5c89e12823d3842288cd274c7c9ab4faee8d750fa35ff077a966
GER2,2026/27,2026-09-12,Holstein Kiel,269,1376418,FIRST,CONFIRMED,https://www.bundesliga.com/de/2bundesliga/clubs,b4947004f58f5c89e12823d3842288cd274c7c9ab4faee8d750fa35ff077a966
GER2,2026/27,2026-09-12,Karlsruher SC,48,1376283,FIRST,CONFIRMED,https://www.bundesliga.com/de/2bundesliga/clubs,b4947004f58f5c89e12823d3842288cd274c7c9ab4faee8d750fa35ff077a966
GER2,2026/27,2026-09-12,SG Dynamo Dresden,129,1376278,FIRST,CONFIRMED,https://www.bundesliga.com/de/2bundesliga/clubs,b4947004f58f5c89e12823d3842288cd274c7c9ab4faee8d750fa35ff077a966
GER2,2026/27,2026-09-12,SV Darmstadt 98,105,1376442,FIRST,CONFIRMED,https://www.bundesliga.com/de/2bundesliga/clubs,b4947004f58f5c89e12823d3842288cd274c7c9ab4faee8d750fa35ff077a966
GER2,2026/27,2026-09-12,SpVgg Greuther Fürth,65,1376288,FIRST,CONFIRMED,https://www.bundesliga.com/de/2bundesliga/clubs,b4947004f58f5c89e12823d3842288cd274c7c9ab4faee8d750fa35ff077a966
GER2,2026/27,2026-09-12,VfL Bochum,80,1376273,FIRST,CONFIRMED,https://www.bundesliga.com/de/2bundesliga/clubs,b4947004f58f5c89e12823d3842288cd274c7c9ab4faee8d750fa35ff077a966
GER2,2026/27,2026-09-12,VfL Osnabrück,81,1376420,FIRST,CONFIRMED,https://www.bundesliga.com/de/2bundesliga/clubs,b4947004f58f5c89e12823d3842288cd274c7c9ab4faee8d750fa35ff077a966
GER2,2026/27,2026-09-12,VfL Wolfsburg,82,1376274,FIRST,CONFIRMED,https://www.bundesliga.com/de/2bundesliga/clubs,b4947004f58f5c89e12823d3842288cd274c7c9ab4faee8d750fa35ff077a966
GER3,2026/27,2026-09-12,1.FC Saarbrücken,1,1376287,FIRST,CONFIRMED,https://datencenter.dfb.de/competitions/4/seasons/current,952520fbfcc60f1802def3ec1bf2248f8c565db74cf4e27d9ac47e73b969186c
GER3,2026/27,2026-09-12,Alemannia Aachen,8,1376276,FIRST,CONFIRMED,https://datencenter.dfb.de/competitions/4/seasons/current,952520fbfcc60f1802def3ec1bf2248f8c565db74cf4e27d9ac47e73b969186c
GER3,2026/27,2026-09-12,FC Hansa Rostock,30,1376265,FIRST,CONFIRMED,https://datencenter.dfb.de/competitions/4/seasons/current,952520fbfcc60f1802def3ec1bf2248f8c565db74cf4e27d9ac47e73b969186c
GER3,2026/27,2026-09-12,FC Ingolstadt 04,4795,1376315,FIRST,CONFIRMED,https://datencenter.dfb.de/competitions/4/seasons/current,952520fbfcc60f1802def3ec1bf2248f8c565db74cf4e27d9ac47e73b969186c
GER3,2026/27,2026-09-12,FC Viktoria Köln,1622,1376446,FIRST,CONFIRMED,https://datencenter.dfb.de/competitions/4/seasons/current,952520fbfcc60f1802def3ec1bf2248f8c565db74cf4e27d9ac47e73b969186c
GER3,2026/27,2026-09-12,Fortuna Düsseldorf,38,1376429,FIRST,CONFIRMED,https://datencenter.dfb.de/competitions/4/seasons/current,952520fbfcc60f1802def3ec1bf2248f8c565db74cf4e27d9ac47e73b969186c
GER3,2026/27,2026-09-12,MSV Duisburg,52,1376285,FIRST,CONFIRMED,https://datencenter.dfb.de/competitions/4/seasons/current,952520fbfcc60f1802def3ec1bf2248f8c565db74cf4e27d9ac47e73b969186c
GER3,2026/27,2026-09-12,Preußen Münster,91,1376419,FIRST,CONFIRMED,https://datencenter.dfb.de/competitions/4/seasons/current,952520fbfcc60f1802def3ec1bf2248f8c565db74cf4e27d9ac47e73b969186c
GER3,2026/27,2026-09-12,Rot-Weiss Essen,56,1376282,FIRST,CONFIRMED,https://datencenter.dfb.de/competitions/4/seasons/current,952520fbfcc60f1802def3ec1bf2248f8c565db74cf4e27d9ac47e73b969186c
GER3,2026/27,2026-09-12,SC Fortuna Köln,92,1376444,FIRST,CONFIRMED,https://datencenter.dfb.de/competitions/4/seasons/current,952520fbfcc60f1802def3ec1bf2248f8c565db74cf4e27d9ac47e73b969186c
GER3,2026/27,2026-09-12,SC Verl,93,1376406,FIRST,CONFIRMED,https://datencenter.dfb.de/competitions/4/seasons/current,952520fbfcc60f1802def3ec1bf2248f8c565db74cf4e27d9ac47e73b969186c
GER3,2026/27,2026-09-12,SG Sonnenhof Großaspach,2589,1376306,FIRST,CONFIRMED,https://datencenter.dfb.de/competitions/4/seasons/current,952520fbfcc60f1802def3ec1bf2248f8c565db74cf4e27d9ac47e73b969186c
GER3,2026/27,2026-09-12,SSV Jahn Regensburg,109,1376436,FIRST,CONFIRMED,https://datencenter.dfb.de/competitions/4/seasons/current,952520fbfcc60f1802def3ec1bf2248f8c565db74cf4e27d9ac47e73b969186c
GER3,2026/27,2026-09-12,SV Meppen,247,1376347,FIRST,CONFIRMED,https://datencenter.dfb.de/competitions/4/seasons/current,952520fbfcc60f1802def3ec1bf2248f8c565db74cf4e27d9ac47e73b969186c
GER3,2026/27,2026-09-12,SV Waldhof Mannheim,85,1376301,FIRST,CONFIRMED,https://datencenter.dfb.de/competitions/4/seasons/current,952520fbfcc60f1802def3ec1bf2248f8c565db74cf4e27d9ac47e73b969186c
GER3,2026/27,2026-09-12,SV Wehen Wiesbaden,108,1376439,FIRST,CONFIRMED,https://datencenter.dfb.de/competitions/4/seasons/current,952520fbfcc60f1802def3ec1bf2248f8c565db74cf4e27d9ac47e73b969186c
GER3,2026/27,2026-09-12,TSG 1899 Hoffenheim II,983,1376433,RESERVE,CONFIRMED,https://datencenter.dfb.de/competitions/4/seasons/current,952520fbfcc60f1802def3ec1bf2248f8c565db74cf4e27d9ac47e73b969186c
GER3,2026/27,2026-09-12,TSV Havelse,476,1376539,FIRST,CONFIRMED,https://datencenter.dfb.de/competitions/4/seasons/current,952520fbfcc60f1802def3ec1bf2248f8c565db74cf4e27d9ac47e73b969186c
GER3,2026/27,2026-09-12,VfB Stuttgart II,102,1376272,RESERVE,CONFIRMED,https://datencenter.dfb.de/competitions/4/seasons/current,952520fbfcc60f1802def3ec1bf2248f8c565db74cf4e27d9ac47e73b969186c
GER3,2026/27,2026-09-12,Würzburger Kickers,1557,1376540,FIRST,CONFIRMED,https://datencenter.dfb.de/competitions/4/seasons/current,952520fbfcc60f1802def3ec1bf2248f8c565db74cf4e27d9ac47e73b969186c
