competition_id,slot,club_id,team_type,status,source,source_sha256,snapshot_date
117506051,13,471927,FIRST,CONFIRMED,https://kvktienen.be/2026/07/01/kalender-seizoen-2026-2027/,47107e5958cd63eaeb65ec7d3b91e869c2b134afb28923a81c5cb574bf4e648d,2026-09-12
117506051,14,471838,FIRST,CONFIRMED,https://kvktienen.be/2026/07/01/kalender-seizoen-2026-2027/,47107e5958cd63eaeb65ec7d3b91e869c2b134afb28923a81c5cb574bf4e648d,2026-09-12
117506051,15,471346,FIRST,CONFIRMED,https://kvktienen.be/2026/07/01/kalender-seizoen-2026-2027/,47107e5958cd63eaeb65ec7d3b91e869c2b134afb28923a81c5cb574bf4e648d,2026-09-12
117506051,16,471836,FIRST,CONFIRMED,https://kvktienen.be/2026/07/01/kalender-seizoen-2026-2027/,47107e5958cd63eaeb65ec7d3b91e869c2b134afb28923a81c5cb574bf4e648d,2026-09-12
117506052,1,471635,FIRST,REVIEW_REQUIRED,https://www.royalstockaysaintgeorges.be/actualites/,3cbec85474fcce582b80686824762f55d3724c3e4c9c039892068599d8daf768,2026-09-12
117506052,2,458799,FIRST,REVIEW_REQUIRED,https://www.royalstockaysaintgeorges.be/actualites/,3cbec85474fcce582b80686824762f55d3724c3e4c9c039892068599d8daf768,2026-09-12
117506052,3,471364,FIRST,REVIEW_REQUIRED,https://www.royalstockaysaintgeorges.be/actualites/,3cbec85474fcce582b80686824762f55d3724c3e4c9c039892068599d8daf768,2026-09-12
117506052,4,462899,FIRST,REVIEW_REQUIRED,https://www.royalstockaysaintgeorges.be/actualites/,3cbec85474fcce582b80686824762f55d3724c3e4c9c039892068599d8daf768,2026-09-12
117506052,5,471929,FIRST,REVIEW_REQUIRED,https://www.royalstockaysaintgeorges.be/actualites/,3cbec85474fcce582b80686824762f55d3724c3e4c9c039892068599d8daf768,2026-09-12
117506052,6,471848,FIRST,REVIEW_REQUIRED,https://www.royalstockaysaintgeorges.be/actualites/,3cbec85474fcce582b80686824762f55d3724c3e4c9c039892068599d8daf768,2026-09-12
117506052,7,462875,FIRST,REVIEW_REQUIRED,https://www.royalstockaysaintgeorges.be/actualites/,3cbec85474fcce582b80686824762f55d3724c3e4c9c039892068599d8daf768,2026-09-12
117506052,8,471156,FIRST,REVIEW_REQUIRED,https://www.royalstockaysaintgeorges.be/actualites/,3cbec85474fcce582b80686824762f55d3724c3e4c9c039892068599d8daf768,2026-09-12
117506052,9,471656,FIRST,REVIEW_REQUIRED,https://www.royalstockaysaintgeorges.be/actualites/,3cbec85474fcce582b80686824762f55d3724c3e4c9c039892068599d8daf768,2026-09-12
117506052,10,471378,FIRST,REVIEW_REQUIRED,https://www.royalstockaysaintgeorges.be/actualites/,3cbec85474fcce582b80686824762f55d3724c3e4c9c039892068599d8daf768,2026-09-12
117506052,11,471299,FIRST,REVIEW_REQUIRED,https://www.royalstockaysaintgeorges.be/actualites/,3cbec85474fcce582b80686824762f55d3724c3e4c9c039892068599d8daf768,2026-09-12
117506052,12,471934,FIRST,REVIEW_REQUIRED,https://www.royalstockaysaintgeorges.be/actualites/,3cbec85474fcce582b80686824762f55d3724c3e4c9c039892068599d8daf768,2026-09-12
117506052,13,471204,FIRST,REVIEW_REQUIRED,https://www.royalstockaysaintgeorges.be/actualites/,3cbec85474fcce582b80686824762f55d3724c3e4c9c039892068599d8daf768,2026-09-12
117506052,14,471274,FIRST,REVIEW_REQUIRED,https://www.royalstockaysaintgeorges.be/actualites/,3cbec85474fcce582b80686824762f55d3724c3e4c9c039892068599d8daf768,2026-09-12
117506052,15,471865,FIRST,REVIEW_REQUIRED,https://www.royalstockaysaintgeorges.be/actualites/,3cbec85474fcce582b80686824762f55d3724c3e4c9c039892068599d8daf768,2026-09-12
117506052,16,471827,FIRST,REVIEW_REQUIRED,https://www.royalstockaysaintgeorges.be/actualites/,3cbec85474fcce582b80686824762f55d3724c3e4c9c039892068599d8daf768,2026-09-12
117506052,17,471648,FIRST,REVIEW_REQUIRED,https://www.royalstockaysaintgeorges.be/actualites/,3cbec85474fcce582b80686824762f55d3724c3e4c9c039892068599d8daf768,2026-09-12
117506052,18,471898,FIRST,REVIEW_REQUIRED,https://www.royalstockaysaintgeorges.be/actualites/,3cbec85474fcce582b80686824762f55d3724c3e4c9c039892068599d8daf768,2026-09-12
117506053,1,471205,FIRST,CONFIRMED,https://kvktienen.be/2026/07/01/kalender-seizoen-2026-2027/,47107e5958cd63eaeb65ec7d3b91e869c2b134afb28923a81c5cb574bf4e648d,2026-09-12
117506053,2,458782,RESERVE,CONFIRMED,https://kvktienen.be/2026/07/01/kalender-seizoen-2026-2027/,47107e5958cd63eaeb65ec7d3b91e869c2b134afb28923a81c5cb574bf4e648d,2026-09-12
117506053,3,471503,FIRST,CONFIRMED,https://kvktienen.be/2026/07/01/kalender-seizoen-2026-2027/,47107e5958cd63eaeb65ec7d3b91e869c2b134afb28923a81c5cb574bf4e648d,2026-09-12
117506053,4,462854,FIRST,CONFIRMED,https://kvktienen.be/2026/07/01/kalender-seizoen-2026-2027/,47107e5958cd63eaeb65ec7d3b91e869c2b134afb28923a81c5cb574bf4e648d,2026-09-12
117506053,5,462981,FIRST,CONFIRMED,https://kvktienen.be/2026/07/01/kalender-seizoen-2026-2027/,47107e5958cd63eaeb65ec7d3b91e869c2b134afb28923a81c5cb574bf4e648d,2026-09-12
117506053,6,462920,FIRST,CONFIRMED,https://kvktienen.be/2026/07/01/kalender-seizoen-2026-2027/,47107e5958cd63eaeb65ec7d3b91e869c2b134afb28923a81c5cb574bf4e648d,2026-09-12
117506053,7,462916,FIRST,CONFIRMED,https://kvktienen.be/2026/07/01/kalender-seizoen-2026-2027/,47107e5958cd63eaeb65ec7d3b91e869c2b134afb28923a81c5cb574bf4e648d,2026-09-12
117506053,8,471090,FIRST,CONFIRMED,https://kvktienen.be/2026/07/01/kalender-seizoen-2026-2027/,47107e5958cd63eaeb65ec7d3b91e869c2b134afb28923a81c5cb574bf4e648d,2026-09-12
117506053,9,462860,FIRST,CONFIRMED,https://kvktienen.be/2026/07/01/kalender-seizoen-2026-2027/,47107e5958cd63eaeb65ec7d3b91e869c2b134afb28923a81c5cb574bf4e648d,2026-09-12
117506053,10,462976,FIRST,CONFIRMED,https://kvktienen.be/2026/07/01/kalender-seizoen-2026-2027/,47107e5958cd63eaeb65ec7d3b91e869c2b134afb28923a81c5cb574bf4e648d,2026-09-12
117506053,11,458787,RESERVE,CONFIRMED,https://kvktienen.be/2026/07/01/kalender-seizoen-2026-2027/,47107e5958cd63eaeb65ec7d3b91e869c2b134afb28923a81c5cb574bf4e648d,2026-09-12
117506053,12,471938,FIRST,CONFIRMED,https://kvktienen.be/2026/07/01/kalender-seizoen-2026-2027/,47107e5958cd63eaeb65ec7d3b91e869c2b134afb28923a81c5cb574bf4e648d,2026-09-12
117506053,13,458779,FIRST,CONFIRMED,https://kvktienen.be/2026/07/01/kalender-seizoen-2026-2027/,47107e5958cd63eaeb65ec7d3b91e869c2b134afb28923a81c5cb574bf4e648d,2026-09-12
117506053,14,471823,FIRST,CONFIRMED,https://kvktienen.be/2026/07/01/kalender-seizoen-2026-2027/,47107e5958cd63eaeb65ec7d3b91e869c2b134afb28923a81c5cb574bf4e648d,2026-09-12
117506053,15,462865,FIRST,CONFIRMED,https://kvktienen.be/2026/07/01/kalender-seizoen-2026-2027/,47107e5958cd63eaeb65ec7d3b91e869c2b134afb28923a81c5cb574bf4e648d,2026-09-12
117506053,16,458821,FIRST,CONFIRMED,https://kvktienen.be/2026/07/01/kalender-seizoen-2026-2027/,47107e5958cd63eaeb65ec7d3b91e869c2b134afb28923a81c5cb574bf4e648d,2026-09-12
117506054,1,462849,FIRST,REVIEW_REQUIRED,https://www.kskheist.be/nieuws/,2f5274a3acd3b35b059dcc461f5159286eb4fcf098614663e2ec642c664071a9,2026-09-12
117506054,2,462851,FIRST,REVIEW_REQUIRED,https://www.kskheist.be/nieuws/,2f5274a3acd3b35b059dcc461f5159286eb4fcf098614663e2ec642c664071a9,2026-09-12
117506054,3,458785,RESERVE,REVIEW_REQUIRED,https://www.kskheist.be/nieuws/,2f5274a3acd3b35b059dcc461f5159286eb4fcf098614663e2ec642c664071a9,2026-09-12
117506054,4,462855,FIRST,REVIEW_REQUIRED,https://www.kskheist.be/nieuws/,2f5274a3acd3b35b059dcc461f5159286eb4fcf098614663e2ec642c664071a9,2026-09-12
117506054,5,471309,FIRST,REVIEW_REQUIRED,https://www.kskheist.be/nieuws/,2f5274a3acd3b35b059dcc461f5159286eb4fcf098614663e2ec642c664071a9,2026-09-12
117506054,6,458803,FIRST,REVIEW_REQUIRED,https://www.kskheist.be/nieuws/,2f5274a3acd3b35b059dcc461f5159286eb4fcf098614663e2ec642c664071a9,2026-09-12
117506054,7,471258,FIRST,REVIEW_REQUIRED,https://www.kskheist.be/nieuws/,2f5274a3acd3b35b059dcc461f5159286eb4fcf098614663e2ec642c664071a9,2026-09-12
117506054,8,471815,FIRST,REVIEW_REQUIRED,https://www.kskheist.be/nieuws/,2f5274a3acd3b35b059dcc461f5159286eb4fcf098614663e2ec642c664071a9,2026-09-12
117506054,9,458759,RESERVE,REVIEW_REQUIRED,https://www.kskheist.be/nieuws/,2f5274a3acd3b35b059dcc461f5159286eb4fcf098614663e2ec642c664071a9,2026-09-12
117506054,10,462895,FIRST,REVIEW_REQUIRED,https://www.kskheist.be/nieuws/,2f5274a3acd3b35b059dcc461f5159286eb4fcf098614663e2ec642c664071a9,2026-09-12
117506054,11,458800,FIRST,REVIEW_REQUIRED,https://www.kskheist.be/nieuws/,2f5274a3acd3b35b059dcc461f5159286eb4fcf098614663e2ec642c664071a9,2026-09-12
117506054,12,471112,FIRST,REVIEW_REQUIRED,https://www.kskheist.be/nieuws/,2f5274a3acd3b35b059dcc461f5159286eb4fcf098614663e2ec642c664071a9,2026-09-12
117506054,13,462864,FIRST,REVIEW_REQUIRED,https://www.kskheist.be/nieuws/,2f5274a3acd3b35b059dcc461f5159286eb4fcf098614663e2ec642c664071a9,2026-09-12
117506054,14,462907,FIRST,REVIEW_REQUIRED,https://www.kskheist.be/nieuws/,2f5274a3acd3b35b059dcc461f5159286eb4fcf098614663e2ec642c664071a9,2026-09-12
117506054,15,471208,FIRST,REVIEW_REQUIRED,https://www.kskheist.be/nieuws/,2f5274a3acd3b35b059dcc461f5159286eb4fcf098614663e2ec642c664071a9,2026-09-12
117506054,16,471531,FIRST,REVIEW_REQUIRED,https://www.kskheist.be/nieuws/,2f5274a3acd3b35b059dcc461f5159286eb4fcf098614663e2ec642c664071a9,2026-09-12
